Location_ID,Location_Name,Located_City,Located_Province,Location_Type,Latitude,Longitude,Avg_Rating,Review_Count,Activities,Location_Description
LOC_52,Sea Turtle Farm Galle Mahamodara,Galle,Southern Province,Nature & Wildlife Areas,6.0405752,80.19836600000001,4.29,142,"['Wildlife Spotting', 'Bird Watching', 'Nature Walks', 'Trekking']","The Sea Turtle Farm in Galle Mahamodara is a conservation center focused on protecting sea turtles and their habitats. Visitors can learn about the different species of turtles, their life cycles, and conservation efforts. The farm often includes hatcheries where turtle eggs are incubated, and visitors can participate in releasing hatchlings into the ocean. It is an educational and engaging experience for those interested in marine conservation."
LOC_53,Sinharaja Forest Reserve,Deniyaya,Southern Province,Nature & Wildlife Areas,6.4069908,80.46002659999999,4.33,196,"['Wildlife Spotting', 'Bird Watching', 'Nature Walks', 'Trekking']","Sinharaja Forest Reserve is a UNESCO World Heritage Site and one of Sri Lanka's last remaining rainforests. It is renowned for its biodiversity, hosting a wide range of endemic species, including birds, reptiles, and insects. The forest offers scenic hiking trails, allowing visitors to explore its lush canopy and unique flora. Sinharaja is a must-visit for nature lovers and those interested in conservation."
LOC_54,Udawattekele Sanctuary,Kandy,Central Province,Nature & Wildlife Areas,7.2988782,80.6424033,4.18,228,"['Wildlife Spotting', 'Bird Watching', 'Nature Walks', 'Trekking']","Udawattekele Sanctuary is a forest reserve located near Kandy, known for its historical and ecological significance. It was once a royal forest and is now a protected area, home to a variety of flora and fauna. Visitors can explore the forest's walking trails, learning about its history and biodiversity. The sanctuary offers a peaceful retreat from the city, with scenic views and opportunities for birdwatching."
LOC_55,Wilpattu National Park,Saliyapura,North Central Province,Nature & Wildlife Areas,8.4581819,80.0518306,4.08,326,"['Wildlife Spotting', 'Bird Watching', 'Nature Walks', 'Trekking']","Wilpattu National Park is one of Sri Lanka's largest national parks, known for its diverse wildlife and natural beauty. It is home to a variety of animals, including leopards, sloth bears, and elephants. The park's unique feature is its numerous villus, or natural lakes, which attract a wide range of birdlife and other wildlife. Wilpattu offers a serene and less crowded safari experience compared to other parks in Sri Lanka."
LOC_56,Baker's Falls,Nuwara Eliya,Uva Province,Waterfalls,6.7927133,80.7894553,3.96,74,"['Sightseeing', 'Nature Photography', 'Hiking']","Baker's Falls is located within Horton Plains National Park, one of Sri Lanka's most scenic areas. The waterfall is a popular spot for hikers and nature lovers, offering breathtaking views amidst lush vegetation. The falls are part of a larger ecosystem that includes cloud forests and grasslands, making it a unique destination for those interested in natural beauty and biodiversity."
LOC_57,Diyaluma Falls,Koslanda,Uva Province,Waterfalls,6.733144299999999,81.0314173,4.49,86,"['Sightseeing', 'Nature Photography', 'Hiking']","Diyaluma Falls is one of Sri Lanka's tallest waterfalls, located near the town of Koslanda. It is a picturesque spot for nature lovers and photographers, offering stunning views of the surrounding landscape. The falls are part of a larger natural area that includes forests and hiking trails, making it an ideal destination for those seeking adventure and scenic beauty."
LOC_58,Lover's Leap Falls,Nuwara Eliya,Central Province,Waterfalls,6.978281099999999,80.7866097,4.15,194,"['Sightseeing', 'Nature Photography', 'Hiking']","Lover's Leap Falls is a picturesque waterfall located near Nuwara Eliya, Sri Lanka. It is about 30 meters tall and is surrounded by lush greenery, offering a serene and romantic atmosphere. The waterfall is named after a tragic legend of two lovers who jumped to their deaths from the cliff due to parental disapproval of their relationship123. Visitors can hike to the waterfall through scenic tea gardens and enjoy the views from the top, which include the surrounding hills and Nuwara Eliya town56. The hike is moderately challenging and offers a chance to explore the local flora and fauna"
LOC_59,Ramboda Waterfall,Pussellawa,Central Province,Waterfalls,7.0545692,80.705331,4.32,223,"['Sightseeing', 'Nature Photography', 'Hiking']","Ramboda Waterfall is another beautiful waterfall in Sri Lanka, located near the town of Ramboda. It is known for its stunning views and is a popular spot for nature lovers. The waterfall cascades down a rocky slope, creating a picturesque scene amidst lush vegetation. Visitors can enjoy a leisurely walk to the waterfall and explore the surrounding countryside, which offers scenic views of tea plantations and hills."
LOC_60,Ravana Ella Falls,Ella,Uva Province,Waterfalls,6.862482099999999,81.04409869999999,4.02,207,"['Sightseeing', 'Nature Photography', 'Hiking']","Ravana Ella Falls is a breathtaking waterfall located in the Ella region of Sri Lanka. It is about 25 meters tall and is named after the legendary king Ravana from the Hindu epic Ramayana. The waterfall is surrounded by lush forests and offers a serene atmosphere, making it a popular spot for hiking and nature photography. Visitors can explore the nearby caves and enjoy the scenic views of the surrounding landscape."
LOC_61,St Clair's Falls,Nuwara Eliya,Central Province,Waterfalls,6.951743,80.648049,4.21,149,"['Sightseeing', 'Nature Photography', 'Hiking']","St Clair's Falls is a scenic waterfall located near Nuwara Eliya, Sri Lanka. It is known for its picturesque views and is often referred to as the ""Little Niagara of Sri Lanka."" The waterfall consists of two cascades, with the larger one being about 80 meters tall. Visitors can enjoy a leisurely walk to the waterfall and explore the surrounding countryside, which offers scenic views of tea plantations and hills."
LOC_62,National Zoological Gardens of Sri Lanka,Colombo,Western Province,Zoological Gardens,6.8569811,79.87440250000002,3.12,213,"['Animal Watching', 'Educational Tours', 'Photography']","The National Zoological Gardens of Sri Lanka, also known as the Dehiwala Zoo, is located in Dehiwala, Colombo. It is one of the oldest zoos in Asia and is home to a wide range of animals, including elephants, leopards, and monkeys. The zoo offers a chance to learn about Sri Lanka's diverse wildlife and conservation efforts. Visitors can explore the various enclosures, attend animal shows, and participate in educational programs."
LOC_63,Dagoba of Thuparama,Anuradhapura,North Central Province,Religious Sites,8.3553447,80.39647509999999,4.17,77,"['Worship', 'Meditation', 'Cultural Exploration', 'Sightseeing']","The Dagoba of Thuparama is an ancient Buddhist stupa located in Anuradhapura, Sri Lanka. It is one of the oldest dagobas in Sri Lanka and is believed to contain relics of the Buddha. The stupa is known for its historical significance and architectural beauty, offering insights into ancient Sri Lankan culture and Buddhism. Visitors can explore the stupa and learn about its role in Sri Lankan history."
LOC_64,Isurumuniya Temple,Anuradhapura,North Central Province,Religious Sites,8.3346006,80.3906446,4.17,168,"['Worship', 'Meditation', 'Cultural Exploration', 'Sightseeing']","Isurumuniya Temple is an ancient Buddhist temple located in Anuradhapura, Sri Lanka. It is known for its beautiful carvings and sculptures, including the famous ""Isurumuniya Lovers"" and ""Elephant Pond"" carvings. The temple offers a glimpse into ancient Sri Lankan art and architecture, making it a must-visit for those interested in history and culture."
LOC_65,Jaya Sri Maha Bodhi,Anuradhapura,North Central Province,Religious Sites,8.3448577,80.397303,4.2,290,"['Worship', 'Meditation', 'Cultural Exploration', 'Sightseeing']","Jaya Sri Maha Bodhi is a sacred fig tree located in Anuradhapura, Sri Lanka. It is believed to be a sapling from the Bodhi Tree under which the Buddha attained enlightenment. The tree is considered one of the oldest and most sacred trees in the world and is a major pilgrimage site for Buddhists. Visitors can explore the surrounding temple complex and learn about the significance of the tree in Buddhist history."
LOC_66,Jethawanaramaya Stupa,Anuradhapura,North Central Province,Religious Sites,8.3516244,80.4036453,4.32,196,"['Worship', 'Meditation', 'Cultural Exploration', 'Sightseeing']","Jethawanaramaya Stupa is an ancient Buddhist stupa located in Anuradhapura, Sri Lanka. It is one of the largest stupas in the world and is known for its historical significance and architectural beauty. The stupa offers insights into ancient Sri Lankan culture and Buddhism, making it a must-visit for those interested in history and architecture."
LOC_67,Mihintale,Anuradhapura,North Central Province,Religious Sites,8.3534232,80.5049445,4.56,279,"['Worship', 'Meditation', 'Cultural Exploration', 'Sightseeing']","Mihintale is a sacred site located in Anuradhapura, Sri Lanka, known as the birthplace of Buddhism in Sri Lanka. It is where the Buddhist monk Mahinda introduced Buddhism to the island. The site includes several ancient ruins, including temples and dagobas, and offers stunning views of the surrounding countryside. Visitors can explore the site and learn about its significance in Sri Lankan history and Buddhism."
LOC_68,Ruwanwelisaya,Anuradhapura,North Central Province,Religious Sites,8.3498926,80.3965558,4.46,234,"['Worship', 'Meditation', 'Cultural Exploration', 'Sightseeing']","Ruwanwelisaya is an ancient Buddhist stupa located in Anuradhapura, Sri Lanka. It is one of the largest and most revered stupas in Sri Lanka, known for its historical significance and architectural beauty. The stupa is believed to contain relics of the Buddha and offers insights into ancient Sri Lankan culture and Buddhism. Visitors can explore the stupa and learn about its role in Sri Lankan history."
LOC_69,Abhayagiri Dagaba,Anuradhapura,North Central Province,Religious Sites,8.3709388,80.39528109999999,4.3,96,"['Worship', 'Meditation', 'Cultural Exploration', 'Sightseeing']","Abhayagiri Dagaba is an ancient Buddhist stupa located in Anuradhapura, Sri Lanka. It is known for its historical significance and architectural beauty, offering insights into ancient Sri Lankan culture and Buddhism. The stupa was once a major center of Buddhist learning and is believed to contain relics of the Buddha. Visitors can explore the stupa and learn about its role in Sri Lankan history and Buddhism."
LOC_70,Samadhi Statue,Anuradhapura,North Central Province,Religious Sites,8.3698774,80.3981853,3.96,95,"['Worship', 'Meditation', 'Cultural Exploration', 'Sightseeing']","The Samadhi Statue is a renowned masterpiece of ancient Sri Lankan art, located in Mahamevnāwa Park, Anuradhapura. This 7-foot-3-inch statue depicts the Buddha in the Dhyana Mudra, a meditative posture symbolizing enlightenment. Carved from dolomite marble, it is believed to date back to the 4th or 5th century AD and reflects influences from the Gupta period in India. The statue was originally part of a sacred Bodhi tree shrine, with this being the only surviving piece. It is admired for its serene expression and intricate craftsmanship, making it one of the most iconic representations of Buddhist sculpture in Sri Lanka"
LOC_71,Kelaniya Raja Maha Vihara,Colombo,Western Province,Religious Sites,6.951826,79.9184698,4.54,187,"['Worship', 'Meditation', 'Cultural Exploration', 'Sightseeing']","The Kelaniya Raja Maha Vihara, located near Colombo, is one of Sri Lanka's most sacred Buddhist temples. According to legend, it was sanctified during the Buddha's third and final visit to Sri Lanka, eight years after his enlightenment. The temple houses a stupa believed to enshrine a gem-studded throne used by the Buddha. The current structure dates back to 500 BCE and features exquisite murals depicting scenes from Buddhist history and mythology. The temple is also associated with political symbolism in Sri Lanka and remains a significant site for both religious worship and cultural heritage"
LOC_72,Gangaramaya (Vihara) Buddhist Temple,Colombo,Western Province,Religious Sites,6.916714499999999,79.8566456,4.27,289,"['Worship', 'Meditation', 'Cultural Exploration', 'Sightseeing']","Gangaramaya Temple in Colombo is a vibrant cultural and spiritual hub founded in the late 19th century by Hikkaduwe Sri Sumangala Nayaka Thera. Situated near Beira Lake, it combines traditional Sri Lankan architecture with modern elements. The temple complex includes a museum, library, and educational center, making it more than just a place of worship. It is famous for its annual Perahera procession and its role in promoting interfaith dialogue. Visitors are drawn to its ornate interiors, serene atmosphere, and rich history as a center for Buddhist learning and community service"
LOC_73,Temple of the Sacred Tooth Relic,Kandy,Central Province,Religious Sites,7.293609,80.641325,4.11,295,"['Worship', 'Meditation', 'Cultural Exploration', 'Sightseeing']","The Temple of the Sacred Tooth Relic (Sri Dalada Maligawa) in Kandy is one of Buddhism's most revered sites. It houses a tooth relic of the Buddha, which was brought to Sri Lanka in the 4th century AD. The temple has been rebuilt multiple times due to invasions and natural disasters, with the current structure dating back to the 18th century. The relic is enshrined within multiple gold caskets adorned with jewels and is rarely displayed publicly. The temple complex also includes the Sri Dalada Museum and hosts an annual Esala Perahera festival celebrating the relic's significance"
LOC_74,Dambulla Cave Temple,Habarana,North Central Province,Religious Sites,7.854914099999999,80.6505699,4.44,321,"['Worship', 'Meditation', 'Cultural Exploration', 'Sightseeing']","The Dambulla Cave Temple, also known as the Golden Temple, is a UNESCO World Heritage Site located atop a 160-meter-high rock in central Sri Lanka. This complex consists of five caves adorned with over 150 statues of Buddha and intricate murals covering an area of 2,100 square meters. Dating back to the 1st century BC during King Valagamba's reign, it has been a site of continuous worship for over two millennia. The caves display artistic contributions from various periods, including Kandyan-era paintings that decorate ceilings and walls"
LOC_75,Koneswaram Temple,Trincomalee,Eastern Province,Religious Sites,8.5824436,81.2453556,4.45,264,"['Worship', 'Meditation', 'Cultural Exploration', 'Sightseeing']","Koneswaram Temple is an ancient Hindu temple dedicated to Lord Shiva, located on Swami Rock in Trincomalee. Known as the ""Temple of a Thousand Pillars,"" it dates back to at least 400 BC but was destroyed during Portuguese colonization in the 17th century. The current structure was rebuilt later and remains an important pilgrimage site for Hindus. Perched on a cliff overlooking Trincomalee Bay, it offers stunning views alongside its spiritual significance."
LOC_76,Nallur Kovil,Jaffna,Northern Province,Religious Sites,9.6749458,80.02967149999999,4.52,226,"['Worship', 'Meditation', 'Cultural Exploration', 'Sightseeing']","Nallur Kandaswamy Kovil is one of Sri Lanka's most prominent Hindu temples, located in Jaffna. Dedicated to Lord Murugan (Skanda), it dates back to the 10th century but was rebuilt several times after destruction during colonial rule. The temple is renowned for its grand architecture featuring golden towers (gopurams) and intricate carvings. It hosts vibrant festivals like the annual Nallur Festival, attracting thousands of devotees who participate in traditional rituals and processions celebrating Tamil Hindu culture.These descriptions provide historical context and highlight each site's cultural or spiritual significance while offering insights into their unique features"
