User_ID,User_Country,User_Age_Group,Gender,Travel_Companion,Location_Type,Preferred_Activities
User 2618,United Kingdom,18-25,Female,Couple,"['Farms', 'Nature & Wildlife Areas']","['Relaxation', 'Snorkeling', 'Sunbathing', 'Nature Walks']"
User 2619,Ireland,51+,Male,Couple,"['Farms', 'Museums']","['Meditation', 'Gardens', 'Cultural Activities', 'Worship']"
User 2620,Qatar,36-50,Female,Friends,"['Farms', 'National Parks']","['Bird Watching', 'Boating', 'Cultural Tours']"
User 2621,Australia,36-50,Female,Family,"['Farms', 'Historic Sites']","['Tea Plucking', 'Agricultural Workshops', 'Cultural Tours', 'Farm Tours']"
User 2622,Mauritius,26-35,Female,Solo,"['Waterfalls', 'Farms']","['Meditation', 'Yoga', 'Nature Walks']"
User 2623,France,26-35,Male,Solo,"['Waterfalls', 'Farms', 'National Parks']","['Hiking', 'Photography', 'Guided Tours']"
User 2624,Sweden,26-35,Female,Family,"['Farms', 'Gardens', 'Museums']","['Meditation', 'Yoga', 'Photography', 'Nature Walks']"
User 2625,Malaysia,36-50,Female,Solo,"['Farms', 'Museums']","['Educational Tours', 'Worship', 'Farm Tours', 'Photography']"
User 2626,India,36-50,Male,Couple,"['Waterfalls', 'Farms', 'Religious Sites']","['Fishing', 'Historical Exploration', 'Wildlife Spotting']"
User 2627,Qatar,18-25,Male,Friends,"['Farms', 'Gardens']","['Rafting', 'Snorkeling', 'Boat Tours', 'Jet Skiing']"
User 2628,Saudi Arabia,51+,Male,Family,"['Farms', 'Bodies of Water', 'Nature & Wildlife Areas']","['Historical Exploration', 'Worship', 'Meditation', 'Walking Trails']"
User 641,United Kingdom,36-50,Male,Family,"['Waterfalls', 'Farms', 'National Parks', 'Historic Sites', 'Beaches', 'Bodies of Water', 'Gardens', 'Religious Sites']","['Factory Tours', 'Hiking', 'Wildlife Safaris']"
User 2629,United Kingdom,36-50,Female,Couple,"['Farms', 'National Parks', 'Historic Sites', 'Nature & Wildlife Areas', 'Religious Sites']","['Tea Plucking', 'Farm Tours', 'Wildlife Spotting']"
User 2630,United Arab Emirates,51+,Female,Family,"['Farms', 'Religious Sites', 'Nature & Wildlife Areas']","['Historical Exploration', 'Worship', 'Bird Watching']"
User 2631,United Kingdom,51+,Male,Solo,"['Farms', 'Religious Sites', 'Nature & Wildlife Areas']","['Gardens', 'Wildlife Safaris', 'Worship', 'Educational Tours']"
User 2632,China,36-50,Male,Couple,"['Farms', 'Museums']","['Nature Walks', 'Wildlife Safaris', 'Fishing']"
User 2633,Slovenia,18-25,Male,Family,"['Waterfalls', 'Farms']","['Snorkeling', 'Sightseeing', 'Jet Skiing', 'Wildlife Spotting']"
User 2634,United Arab Emirates,18-25,Male,Family,"['Farms', 'Historic Sites']","['Hiking', 'Snorkeling', 'Surfing']"
User 2635,India,36-50,Female,Solo,"['Farms', 'National Parks', 'Gardens']","['Cultural Tours', 'Farm Tours', 'Tea Plucking', 'Worship']"
User 2636,United States,26-35,Female,Family,"['Farms', 'Bodies of Water']","['Yoga', 'Wildlife Spotting', 'Meditation']"
User 2637,United Arab Emirates,26-35,Female,Friends,"['Farms', 'Historic Sites', 'Zoological Gardens']","['Nature Walks', 'Boat Tours', 'Hiking']"
User 2638,Bangladesh,51+,Male,Couple,"['Waterfalls', 'Farms']","['Wildlife Spotting', 'Cultural Activities', 'Gardens']"
User 2639,Malaysia,51+,Female,Family,"['Farms', 'Religious Sites', 'Beaches']","['Worship', 'Walking Trails', 'Historical Exploration']"
User 2640,Australia,26-35,Male,Family,"['Farms', 'Museums']","['Cultural Tours', 'Hiking', 'Wildlife Spotting']"
User 2641,Thailand,26-35,Female,Family,"['Waterfalls', 'Farms', 'Gardens']","['Sightseeing', 'Nature Walks', 'Factory Tours']"
User 2642,India,26-35,Female,Family,"['Farms', 'Beaches']","['Nature Walks', 'Sightseeing', 'Factory Tours', 'Photography']"
User 2643,India,18-25,Female,Friends,"['Farms', 'Religious Sites']","['Snorkeling', 'Photography', 'Rafting']"
User 2644,Australia,51+,Male,Couple,"['Farms', 'Zoological Gardens']","['Worship', 'Gardens', 'Wildlife Spotting', 'Wildlife Safaris']"
User 2645,Australia,18-25,Male,Couple,"['Farms', 'Gardens']","['Snorkeling', 'Jet Skiing', 'Rafting', 'Surfing']"
User 2646,France,51+,Male,Family,"['Farms', 'Historic Sites', 'Nature & Wildlife Areas']","['Historical Exploration', 'Wildlife Safaris', 'Worship', 'Gardens']"
User 2647,South Africa,36-50,Female,Couple,"['Farms', 'Religious Sites', 'Museums']","['Cultural Tours', 'Wildlife Spotting', 'Nature Walks']"
User 2648,United Kingdom,36-50,Female,Family,"['Farms', 'Religious Sites']","['Historical Exploration', 'Cultural Tours', 'Farm Tours']"
User 2649,Qatar,36-50,Male,Friends,"['Waterfalls', 'Farms', 'Historic Sites', 'Gardens']","['Hiking', 'Wildlife Safaris', 'Historical Exploration']"
User 2650,India,36-50,Male,Solo,"['Farms', 'Nature & Wildlife Areas']","['Photography', 'Wildlife Safaris', 'Fishing', 'Worship']"
User 2651,Saudi Arabia,36-50,Female,Solo,"['Farms', 'Gardens', 'Nature & Wildlife Areas']","['Photography', 'Educational Tours', 'Tea Plucking']"
User 2652,France,36-50,Male,Friends,"['Waterfalls', 'Farms', 'Religious Sites']","['Walking Trails', 'Historical Exploration', 'Fishing']"
User 2653,United Kingdom,36-50,Male,Friends,"['Farms', 'Zoological Gardens']","['Wildlife Safaris', 'Walking Trails', 'Bird Watching']"
User 2654,Kuwait,26-35,Male,Friends,"['Farms', 'National Parks', 'Zoological Gardens']","['Sightseeing', 'Snorkeling', 'Cultural Tours', 'Boat Tours']"
User 2655,France,36-50,Male,Couple,"['Farms', 'Historic Sites']","['Historical Exploration', 'Nature Walks', 'Hiking', 'Wildlife Spotting']"
User 2656,Saudi Arabia,51+,Female,Couple,"['Farms', 'Gardens', 'Nature & Wildlife Areas']","['Worship', 'Cultural Activities', 'Meditation']"
User 2657,India,26-35,Male,Couple,"['Farms', 'Gardens']","['Hiking', 'Beach Hopping', 'Sightseeing', 'Sunbathing']"
User 2658,United Arab Emirates,18-25,Female,Solo,"['Farms', 'Museums']","['Nature Walks', 'Beach Hopping', 'Snorkeling']"
User 2659,Pakistan,26-35,Female,Solo,"['Farms', 'Zoological Gardens']","['Photography', 'Meditation', 'Yoga']"
User 2660,United Arab Emirates,18-25,Female,Solo,"['Farms', 'Bodies of Water']","['Photography', 'Yoga', 'Nature Walks']"
User 2661,United Kingdom,36-50,Male,Solo,"['Farms', 'Museums']","['Fishing', 'Wildlife Safaris', 'Educational Tours', 'Photography']"
User 2662,India,51+,Male,Friends,"['Waterfalls', 'Farms', 'Historic Sites']","['Nature Walks', 'Wildlife Safaris', 'Cultural Exploration']"
User 2663,Singapore,51+,Female,Solo,"['Zoological Gardens', 'Farms', 'Bodies of Water']","['Worship', 'Meditation', 'Educational Tours']"
User 2664,Singapore,18-25,Female,Couple,"['Farms', 'Religious Sites', 'Zoological Gardens']","['Nature Walks', 'Photography', 'Beach Hopping', 'Sunbathing']"
User 2665,Australia,26-35,Female,Friends,"['Farms', 'Gardens']","['Nature Walks', 'Boat Tours', 'Photography']"
User 2666,Saudi Arabia,18-25,Male,Friends,"['Farms', 'Gardens', 'Museums']","['Jet Skiing', 'Hiking', 'Surfing']"
User 2667,Australia,18-25,Female,Family,"['Farms', 'Beaches']","['Sightseeing', 'Nature Walks', 'Yoga', 'Snorkeling']"
User 2668,Oman,18-25,Male,Couple,"['Waterfalls', 'Farms', 'Bodies of Water']","['Boat Tours', 'Hiking', 'Sunbathing', 'Snorkeling']"
User 2669,Qatar,18-25,Female,Couple,"['Farms', 'Nature & Wildlife Areas']","['Photography', 'Beach Hopping', 'Nature Walks', 'Yoga']"
User 2670,Saudi Arabia,26-35,Female,Couple,"['Farms', 'National Parks']","['Beach Hopping', 'Sunbathing', 'Meditation']"
User 2671,Malaysia,18-25,Male,Solo,"['Farms', 'Religious Sites', 'Zoological Gardens']","['Jet Skiing', 'Rafting', 'Snorkeling']"
User 2672,Sri Lanka,18-25,Female,Couple,"['Farms', 'Religious Sites', 'Bodies of Water']","['Sunbathing', 'Snorkeling', 'Beach Hopping']"
User 2673,India,36-50,Male,Couple,"['Waterfalls', 'Farms', 'Gardens']","['Hiking', 'Wildlife Safaris', 'Nature Walks']"
User 2674,Singapore,26-35,Female,Solo,"['Farms', 'Gardens']","['Guided Tours', 'Meditation', 'Photography', 'Nature Walks']"
User 2675,Australia,36-50,Female,Friends,"['Farms', 'Museums']","['Walking Trails', 'Bird Watching', 'Farm Tours']"
User 2676,United States,26-35,Female,Solo,"['Farms', 'Religious Sites', 'Bodies of Water']","['Cultural Exploration', 'Nature Walks', 'Guided Tours']"
User 2677,India,18-25,Female,Family,"['Farms', 'Gardens', 'Museums']","['Sightseeing', 'Nature Walks', 'Yoga', 'Snorkeling']"
User 2678,India,36-50,Female,Couple,"['Farms', 'Museums']","['Tea Plucking', 'Wildlife Spotting', 'Cultural Tours', 'Farm Tours']"
User 2679,Qatar,26-35,Male,Couple,"['Farms', 'Religious Sites']","['Boat Tours', 'Sunbathing', 'Relaxation']"
User 2680,Australia,26-35,Male,Solo,"['Farms', 'Religious Sites', 'Zoological Gardens']","['Boat Tours', 'Hiking', 'Photography']"
User 2681,Singapore,18-25,Male,Solo,"['Farms', 'Gardens']","['Surfing', 'Photography', 'Hiking', 'Snorkeling']"
User 2682,Philippines,26-35,Male,Friends,"['Farms', 'Historic Sites']","['Cultural Tours', 'Sightseeing', 'Boat Tours']"
User 2683,Qatar,36-50,Male,Friends,"['Farms', 'National Parks', 'Historic Sites']","['Bird Watching', 'Walking Trails', 'Historical Exploration']"
User 2684,Singapore,26-35,Female,Couple,"['Farms', 'Historic Sites', 'Nature & Wildlife Areas']","['Nature Walks', 'Relaxation', 'Beach Hopping', 'Yoga']"
User 2685,Maldives,51+,Male,Couple,"['Farms', 'Religious Sites']","['Cultural Activities', 'Wildlife Safaris', 'Worship']"
User 2686,India,26-35,Female,Solo,"['Farms', 'Bodies of Water']","['Nature Walks', 'Photography', 'Yoga', 'Guided Tours']"
User 2687,Canada,51+,Male,Solo,"['Farms', 'Zoological Gardens']","['Wildlife Safaris', 'Photography', 'Gardens']"
User 2688,Malaysia,18-25,Male,Family,"['Farms', 'Gardens', 'Religious Sites']","['Wildlife Spotting', 'Hiking', 'Snorkeling']"
User 2689,India,26-35,Male,Family,"['Waterfalls', 'Farms', 'Historic Sites', 'Gardens']","['Factory Tours', 'Sightseeing', 'Cultural Tours', 'Boat Tours']"
User 2690,Australia,51+,Female,Family,"['Farms', 'National Parks', 'Historic Sites']","['Meditation', 'Worship', 'Relaxation', 'Bird Watching']"
User 2691,India,51+,Female,Solo,"['Farms', 'Gardens', 'Zoological Gardens']","['Photography', 'Worship', 'Sightseeing']"
User 2692,India,51+,Female,Solo,"['Farms', 'Zoological Gardens']","['Meditation', 'Bird Watching', 'Photography']"
User 2693,India,51+,Female,Friends,"['Farms', 'Gardens']","['Relaxation', 'Cultural Exploration', 'Worship', 'Bird Watching']"
User 2694,India,26-35,Female,Couple,"['Farms', 'Gardens']","['Photography', 'Relaxation', 'Beach Hopping', 'Meditation']"
User 2695,Oman,36-50,Female,Family,"['Waterfalls', 'Farms', 'Museums']","['Farm Tours', 'Cultural Tours', 'Historical Exploration']"
User 2696,Australia,36-50,Female,Friends,"['Farms', 'Historic Sites', 'Religious Sites']","['Walking Trails', 'Tea Plucking', 'Boating']"
User 2697,Australia,51+,Male,Couple,"['Farms', 'Historic Sites']","['Gardens', 'Wildlife Safaris', 'Wildlife Spotting', 'Cultural Activities']"
User 2698,India,36-50,Female,Solo,"['Waterfalls', 'Farms']","['Educational Tours', 'Worship', 'Tea Plucking', 'Photography']"
User 2699,Oman,36-50,Female,Friends,"['Farms', 'Gardens', 'Religious Sites']","['Bird Watching', 'Farm Tours', 'Tea Plucking']"
User 2700,Norway,26-35,Male,Family,"['Farms', 'Religious Sites', 'Beaches']","['Sightseeing', 'Hiking', 'Factory Tours', 'Wildlife Spotting']"
User 2701,Canada,18-25,Female,Couple,"['Waterfalls', 'Farms', 'Religious Sites']","['Sunbathing', 'Beach Hopping', 'Snorkeling']"
User 2702,Australia,18-25,Male,Couple,"['Farms', 'Gardens']","['Yoga', 'Hiking', 'Relaxation', 'Sunbathing']"
User 2703,Poland,36-50,Male,Couple,"['Farms', 'Historic Sites', 'Zoological Gardens']","['Wildlife Safaris', 'Hiking', 'Historical Exploration', 'Nature Walks']"
User 2704,India,26-35,Female,Couple,"['Farms', 'Bodies of Water']","['Yoga', 'Nature Walks', 'Beach Hopping', 'Sunbathing']"
User 2705,India,51+,Male,Couple,"['Farms', 'Bodies of Water', 'Museums']","['Cultural Activities', 'Worship', 'Wildlife Safaris']"
User 2706,India,26-35,Female,Friends,"['Farms', 'National Parks', 'Gardens']","['Yoga', 'Nature Walks', 'Boat Tours', 'Photography']"
User 2707,India,18-25,Female,Family,"['Farms', 'Historic Sites', 'Museums']","['Snorkeling', 'Wildlife Spotting', 'Beach Hopping', 'Sightseeing']"
User 2708,Malaysia,51+,Female,Friends,"['Farms', 'Religious Sites']","['Meditation', 'Relaxation', 'Gardens']"
User 2709,India,36-50,Female,Family,"['Farms', 'Beaches', 'Museums']","['Farm Tours', 'Cultural Tours', 'Agricultural Workshops', 'Factory Tours']"
User 2710,Hungary,36-50,Female,Couple,"['Farms', 'Historic Sites']","['Nature Walks', 'Farm Tours', 'Cultural Tours']"
User 2711,India,36-50,Female,Family,"['Farms', 'Gardens']","['Historical Exploration', 'Tea Plucking', 'Agricultural Workshops']"
User 2712,Switzerland,26-35,Male,Couple,"['Waterfalls', 'Farms']","['Sunbathing', 'Cultural Tours', 'Beach Hopping']"
User 2713,United Kingdom,26-35,Female,Solo,"['Farms', 'Religious Sites']","['Nature Walks', 'Photography', 'Guided Tours', 'Meditation']"
User 2714,India,26-35,Female,Friends,"['Waterfalls', 'Farms']","['Boat Tours', 'Snorkeling', 'Hiking', 'Meditation']"
User 2715,United Kingdom,36-50,Female,Solo,"['Farms', 'National Parks']","['Photography', 'Farm Tours', 'Worship', 'Tea Plucking']"
User 2716,Australia,36-50,Male,Family,"['Farms', 'Beaches']","['Factory Tours', 'Wildlife Safaris', 'Agricultural Workshops']"
User 2717,United Kingdom,18-25,Male,Solo,"['Waterfalls', 'Farms', 'Historic Sites']","['Surfing', 'Yoga', 'Jet Skiing']"
User 2718,Malaysia,26-35,Female,Friends,"['Farms', 'Historic Sites']","['Photography', 'Snorkeling', 'Yoga', 'Meditation']"
User 2719,United Kingdom,26-35,Female,Couple,"['Farms', 'Historic Sites', 'Gardens', 'Religious Sites']","['Nature Walks', 'Photography', 'Beach Hopping', 'Relaxation']"
User 2720,United Kingdom,36-50,Male,Couple,"['Farms', 'National Parks']","['Wildlife Safaris', 'Hiking', 'Wildlife Spotting']"
User 2721,India,36-50,Male,Couple,"['Farms', 'National Parks']","['Nature Walks', 'Wildlife Safaris', 'Wildlife Spotting', 'Fishing']"
User 2722,India,18-25,Male,Friends,"['Waterfalls', 'Farms', 'Gardens']","['Boat Tours', 'Snorkeling', 'Rafting']"
User 2723,Australia,51+,Male,Couple,"['Farms', 'National Parks', 'Historic Sites', 'Religious Sites']","['Meditation', 'Wildlife Spotting', 'Wildlife Safaris', 'Worship']"
User 2724,Slovenia,18-25,Male,Family,"['Farms', 'Beaches']","['Snorkeling', 'Sightseeing', 'Rafting', 'Hiking']"
User 2725,Australia,26-35,Male,Friends,"['Farms', 'Gardens']","['Snorkeling', 'Sightseeing', 'Hiking']"
User 2726,Viet Nam,51+,Male,Friends,"['Farms', 'Religious Sites', 'Zoological Gardens']","['Worship', 'Nature Walks', 'Wildlife Safaris', 'Cultural Exploration']"
User 2727,India,51+,Female,Solo,"['Farms', 'Gardens']","['Sightseeing', 'Bird Watching', 'Educational Tours']"
User 2728,Saudi Arabia,36-50,Male,Family,"['Waterfalls', 'Farms', 'Gardens']","['Historical Exploration', 'Fishing', 'Hiking']"
User 2729,United States,36-50,Male,Couple,"['Farms', 'Gardens', 'Nature & Wildlife Areas']","['Historical Exploration', 'Hiking', 'Wildlife Spotting']"
User 2730,United Kingdom,18-25,Female,Solo,"['Waterfalls', 'Farms', 'Gardens']","['Snorkeling', 'Yoga', 'Beach Hopping']"
User 69,Australia,26-35,Male,Solo,"['Farms', 'National Parks', 'Historic Sites', 'Beaches', 'Museums', 'Nature & Wildlife Areas', 'Gardens', 'Religious Sites']","['Hiking', 'Cultural Tours', 'Cultural Exploration']"
User 2731,United Kingdom,26-35,Male,Couple,"['Farms', 'Religious Sites']","['Hiking', 'Beach Hopping', 'Cultural Tours', 'Boat Tours']"
User 2732,United Arab Emirates,51+,Male,Solo,"['Farms', 'National Parks', 'Museums']","['Educational Tours', 'Sightseeing', 'Gardens', 'Worship']"
User 2733,United Kingdom,51+,Female,Family,"['Farms', 'Religious Sites', 'Nature & Wildlife Areas']","['Walking Trails', 'Historical Exploration', 'Worship', 'Relaxation']"
User 2734,Singapore,26-35,Male,Solo,"['Farms', 'Nature & Wildlife Areas', 'Museums']","['Photography', 'Guided Tours', 'Cultural Tours']"
User 2735,United Kingdom,26-35,Female,Friends,"['Farms', 'Zoological Gardens']","['Meditation', 'Hiking', 'Nature Walks']"
User 2736,Slovenia,51+,Female,Family,"['Farms', 'National Parks', 'Religious Sites']","['Walking Trails', 'Meditation', 'Worship']"
User 2737,Australia,26-35,Male,Couple,"['Farms', 'Museums']","['Sightseeing', 'Hiking', 'Cultural Tours']"
User 2738,Bermuda,18-25,Female,Couple,"['Farms', 'Gardens']","['Sunbathing', 'Snorkeling', 'Nature Walks', 'Photography']"
User 2739,Sweden,18-25,Male,Family,"['Waterfalls', 'Farms', 'Museums']","['Beach Hopping', 'Boat Tours', 'Hiking']"
User 2740,United Kingdom,18-25,Male,Family,"['Farms', 'National Parks', 'Gardens']","['Boat Tours', 'Sightseeing', 'Jet Skiing']"
User 2741,Denmark,36-50,Female,Family,"['Farms', 'National Parks', 'Museums']","['Farm Tours', 'Agricultural Workshops', 'Factory Tours']"
User 2742,Australia,18-25,Male,Family,"['Farms', 'Beaches']","['Rafting', 'Hiking', 'Boat Tours', 'Wildlife Spotting']"
User 2743,United Kingdom,18-25,Female,Couple,"['Farms', 'National Parks', 'Gardens']","['Beach Hopping', 'Sunbathing', 'Photography']"
User 2744,India,36-50,Female,Friends,"['Zoological Gardens', 'Farms', 'Museums']","['Farm Tours', 'Cultural Tours', 'Bird Watching']"
User 2745,Australia,36-50,Female,Family,"['Waterfalls', 'Farms']","['Factory Tours', 'Farm Tours', 'Agricultural Workshops']"
User 2746,United Kingdom,36-50,Female,Solo,"['Farms', 'Nature & Wildlife Areas', 'Museums']","['Farm Tours', 'Worship', 'Educational Tours']"
User 2747,Singapore,18-25,Female,Couple,"['Farms', 'Bodies of Water']","['Snorkeling', 'Sunbathing', 'Nature Walks']"
User 2748,United Kingdom,36-50,Female,Couple,"['Waterfalls', 'Farms']","['Cultural Tours', 'Tea Plucking', 'Farm Tours']"
User 2749,China,26-35,Male,Friends,"['Farms', 'Bodies of Water', 'Museums']","['Boat Tours', 'Cultural Tours', 'Hiking', 'Sightseeing']"
User 2750,India,26-35,Female,Family,"['Farms', 'Gardens', 'Museums']","['Wildlife Spotting', 'Nature Walks', 'Meditation']"
User 2751,Czechia,51+,Female,Couple,"['Farms', 'Historic Sites', 'Nature & Wildlife Areas']","['Meditation', 'Worship', 'Relaxation', 'Wildlife Spotting']"
User 2752,Qatar,36-50,Female,Solo,"['Waterfalls', 'Farms', 'Nature & Wildlife Areas']","['Tea Plucking', 'Educational Tours', 'Farm Tours']"
User 2753,Australia,26-35,Female,Solo,"['Farms', 'Bodies of Water']","['Guided Tours', 'Nature Walks', 'Cultural Exploration', 'Meditation']"
User 2754,India,51+,Female,Family,"['Farms', 'National Parks', 'Historic Sites']","['Historical Exploration', 'Relaxation', 'Worship']"
User 2755,United Kingdom,18-25,Male,Couple,"['Farms', 'Bodies of Water', 'Zoological Gardens']","['Relaxation', 'Jet Skiing', 'Rafting', 'Surfing']"
User 2756,Netherlands,51+,Female,Couple,"['Farms', 'Bodies of Water']","['Bird Watching', 'Meditation', 'Wildlife Spotting']"
User 2757,Bahrain,26-35,Male,Friends,"['Farms', 'Religious Sites']","['Sightseeing', 'Cultural Tours', 'Boat Tours']"
User 2758,United Arab Emirates,18-25,Female,Couple,"['Farms', 'Religious Sites', 'Beaches']","['Snorkeling', 'Yoga', 'Sunbathing', 'Relaxation']"
User 2759,Hungary,26-35,Male,Friends,"['Farms', 'Historic Sites']","['Boat Tours', 'Snorkeling', 'Sightseeing', 'Cultural Tours']"
User 2760,United Kingdom,51+,Male,Family,"['Farms', 'Gardens', 'Beaches']","['Wildlife Safaris', 'Worship', 'Gardens']"
User 2761,Ireland,51+,Male,Friends,"['Waterfalls', 'Farms']","['Meditation', 'Cultural Exploration', 'Gardens', 'Worship']"
User 2762,United Kingdom,18-25,Male,Couple,"['Waterfalls', 'Farms', 'Museums']","['Boat Tours', 'Hiking', 'Sunbathing']"
User 2763,Australia,18-25,Female,Couple,"['Farms', 'Nature & Wildlife Areas']","['Relaxation', 'Sunbathing', 'Nature Walks', 'Beach Hopping']"
User 2764,Myanmar,51+,Female,Couple,"['Farms', 'Nature & Wildlife Areas', 'Bodies of Water']","['Meditation', 'Wildlife Spotting', 'Cultural Activities']"
User 2765,New Zealand,18-25,Male,Solo,"['Farms', 'National Parks']","['Snorkeling', 'Surfing', 'Photography']"
User 2766,United Kingdom,18-25,Female,Solo,"['Zoological Gardens', 'Farms', 'Museums']","['Nature Walks', 'Beach Hopping', 'Photography', 'Yoga']"
User 2767,India,51+,Male,Couple,"['Farms', 'Beaches']","['Worship', 'Wildlife Safaris', 'Meditation']"
User 2768,Slovakia,18-25,Male,Couple,"['Farms', 'Religious Sites']","['Jet Skiing', 'Hiking', 'Yoga', 'Boat Tours']"
User 2769,United Kingdom,26-35,Male,Solo,"['Farms', 'Historic Sites', 'Gardens']","['Photography', 'Cultural Exploration', 'Boat Tours']"
User 2770,Switzerland,18-25,Male,Family,"['Farms', 'National Parks', 'Historic Sites', 'Religious Sites']","['Rafting', 'Snorkeling', 'Surfing']"
User 2771,China,36-50,Male,Family,"['Farms', 'National Parks', 'Museums']","['Agricultural Workshops', 'Wildlife Safaris', 'Factory Tours', 'Historical Exploration']"
User 2772,United Kingdom,18-25,Female,Solo,"['Farms', 'National Parks', 'Beaches']","['Photography', 'Nature Walks', 'Hiking', 'Beach Hopping']"
User 2773,United States,36-50,Male,Solo,"['Waterfalls', 'Farms', 'Historic Sites', 'Museums']","['Photography', 'Historical Exploration', 'Worship', 'Educational Tours']"
User 2774,Canada,26-35,Female,Solo,"['Farms', 'National Parks', 'Gardens']","['Photography', 'Guided Tours', 'Nature Walks']"
User 2775,Australia,36-50,Male,Couple,"['Farms', 'Nature & Wildlife Areas']","['Fishing', 'Wildlife Spotting', 'Wildlife Safaris', 'Hiking']"
User 2776,United States,26-35,Male,Couple,"['Waterfalls', 'Farms', 'Gardens', 'Nature & Wildlife Areas']","['Hiking', 'Sightseeing', 'Cultural Tours']"
User 2777,Australia,36-50,Male,Family,"['Farms', 'National Parks', 'Museums']","['Wildlife Safaris', 'Historical Exploration', 'Fishing']"
User 2778,South Africa,18-25,Female,Family,"['Farms', 'Gardens', 'Museums']","['Wildlife Spotting', 'Snorkeling', 'Photography']"
User 2779,United Kingdom,26-35,Female,Solo,"['Waterfalls', 'Farms', 'Bodies of Water']","['Cultural Exploration', 'Meditation', 'Photography', 'Nature Walks']"
User 2780,India,36-50,Female,Friends,"['Farms', 'Gardens']","['Cultural Tours', 'Farm Tours', 'Bird Watching', 'Boating']"
User 2781,Germany,18-25,Male,Family,"['Waterfalls', 'Farms', 'Nature & Wildlife Areas']","['Sightseeing', 'Boat Tours', 'Hiking', 'Wildlife Spotting']"
User 2782,Australia,18-25,Male,Friends,"['Farms', 'National Parks']","['Snorkeling', 'Boat Tours', 'Jet Skiing', 'Hiking']"
User 2783,United Kingdom,51+,Male,Couple,"['Farms', 'Gardens']","['Wildlife Spotting', 'Worship', 'Wildlife Safaris', 'Gardens']"
User 2784,Australia,18-25,Male,Friends,"['Waterfalls', 'Farms', 'National Parks']","['Rafting', 'Surfing', 'Snorkeling']"
User 2785,United Kingdom,18-25,Male,Couple,"['Zoological Gardens', 'Farms', 'Nature & Wildlife Areas']","['Boat Tours', 'Snorkeling', 'Sunbathing', 'Surfing']"
User 2786,Australia,51+,Female,Friends,"['Farms', 'Religious Sites']","['Nature Walks', 'Meditation', 'Relaxation']"
User 2787,United Kingdom,18-25,Female,Couple,"['Farms', 'National Parks', 'Religious Sites']","['Beach Hopping', 'Snorkeling', 'Photography']"
User 2788,Australia,26-35,Female,Couple,"['Farms', 'National Parks', 'Zoological Gardens']","['Relaxation', 'Photography', 'Sunbathing']"
User 2789,Australia,26-35,Male,Family,"['Waterfalls', 'Farms', 'Museums']","['Cultural Tours', 'Wildlife Spotting', 'Boat Tours']"
User 2790,United Kingdom,51+,Male,Friends,"['Farms', 'Gardens']","['Meditation', 'Cultural Exploration', 'Nature Walks', 'Wildlife Safaris']"
User 2791,United Kingdom,36-50,Female,Family,"['Waterfalls', 'Farms', 'Historic Sites']","['Factory Tours', 'Farm Tours', 'Cultural Tours']"
User 2792,United Kingdom,51+,Female,Family,"['Farms', 'Religious Sites']","['Walking Trails', 'Relaxation', 'Worship']"
User 2793,United Kingdom,36-50,Female,Family,"['Farms', 'Gardens']","['Cultural Tours', 'Agricultural Workshops', 'Tea Plucking']"
User 2794,Australia,26-35,Female,Friends,"['Waterfalls', 'Farms', 'Gardens']","['Photography', 'Hiking', 'Boat Tours', 'Snorkeling']"
User 2795,United Kingdom,51+,Female,Family,"['Farms', 'Gardens', 'Zoological Gardens']","['Worship', 'Meditation', 'Walking Trails', 'Historical Exploration']"
User 2796,United Kingdom,18-25,Female,Solo,"['Waterfalls', 'Farms', 'Gardens']","['Snorkeling', 'Hiking', 'Photography']"
User 2797,United Kingdom,36-50,Male,Solo,"['Farms', 'National Parks']","['Hiking', 'Wildlife Safaris', 'Photography']"
User 2798,India,36-50,Male,Solo,"['Farms', 'National Parks', 'Museums']","['Photography', 'Wildlife Safaris', 'Fishing']"
User 2799,Sweden,36-50,Female,Couple,"['Farms', 'National Parks', 'Gardens']","['Farm Tours', 'Cultural Tours', 'Tea Plucking']"
User 2800,United Kingdom,26-35,Female,Family,"['Waterfalls', 'Farms']","['Meditation', 'Yoga', 'Nature Walks']"
User 2801,United Kingdom,36-50,Male,Couple,"['Farms', 'National Parks', 'Gardens', 'Nature & Wildlife Areas']","['Fishing', 'Wildlife Spotting', 'Wildlife Safaris', 'Historical Exploration']"
User 2802,United Kingdom,26-35,Male,Friends,"['Farms', 'National Parks', 'Religious Sites']","['Cultural Tours', 'Snorkeling', 'Hiking']"
User 2803,United Kingdom,18-25,Female,Solo,"['Farms', 'Gardens']","['Photography', 'Hiking', 'Beach Hopping']"
User 2804,United States,26-35,Male,Solo,"['Waterfalls', 'Farms', 'Museums', 'Gardens', 'Religious Sites']","['Boat Tours', 'Cultural Tours', 'Cultural Exploration']"
User 2805,Australia,51+,Female,Couple,"['Farms', 'Gardens', 'Nature & Wildlife Areas']","['Worship', 'Relaxation', 'Meditation', 'Bird Watching']"
User 2806,United Kingdom,26-35,Female,Solo,"['Waterfalls', 'Farms', 'Museums']","['Meditation', 'Nature Walks', 'Yoga', 'Cultural Exploration']"
User 2807,Australia,51+,Female,Couple,"['Waterfalls', 'Farms', 'Museums']","['Wildlife Spotting', 'Cultural Activities', 'Meditation', 'Relaxation']"
